S05184_1:101		
632.787	7	
633.253	4	
633.718	2	
634.184	3	
634.65	2	
635.115	6	
635.581	2	
636.047	4	
636.513	8	
636.978	5	
637.444	6	
637.91	6	
638.376	5	
638.842	4	
639.308	7	
639.774	3	
640.24	7	
640.706	7	
641.172	5	
641.638	4	
642.104	8	
642.57	6	
643.036	11	
643.502	5	
643.968	12	
644.435	3	
644.901	7	
645.367	4	
645.833	10	
646.3	8	
646.766	8	
647.233	8	
647.699	13	
648.165	12	
648.632	9	
649.098	15	
649.565	8	
650.031	8	
650.498	8	
650.965	10	
651.431	11	
651.898	14	
652.365	13	
652.831	12	
653.298	11	
653.765	16	
654.232	13	
654.698	14	
655.165	17	
655.632	21	
656.099	28	
656.566	32	
657.033	40	
657.5	48	
657.967	72	
658.434	100	
658.901	121	
659.368	167	
659.835	226	
660.303	300	
660.77	375	
661.237	466	
661.704	640	
662.171	777	
662.639	877	
663.106	1038	
663.573	1346	
664.041	1595	
664.508	1775	
664.976	2016	
665.443	2335	
665.911	2577	
666.378	2894	
666.846	3015	
667.313	2961	
667.781	3146	
668.248	3561	
668.716	4054	
669.184	4287	
669.652	4540	
670.119	4685	
670.587	4981	
671.055	5576	
671.523	5783	
671.99	5793	
672.458	5965	
672.926	5965	
673.394	5906	
673.862	6004	
674.33	6189	
674.798	6479	
675.266	6710	
675.734	6567	
676.202	6320	
676.67	6494	
677.139	6716	
677.607	7105	
678.075	6966	
678.543	7122	
679.011	7805	
679.48	7781	
679.948	7070	
680.416	7101	
680.885	6628	
681.353	5846	
681.822	5498	
682.29	5129	
682.759	5176	
683.227	5591	
683.696	5983	
684.164	5995	
684.633	5568	
685.101	5539	
685.57	5568	
686.039	5613	
686.507	5209	
686.976	5104	
687.445	4947	
687.914	4752	
688.382	4597	
688.851	4495	
689.32	4284	
689.789	4330	
690.258	4630	
690.727	4316	
691.196	3750	
691.665	3740	
692.134	3587	
692.603	3572	
693.072	3993	
693.541	4097	
694.01	4059	
694.479	4427	
694.949	4325	
695.418	3973	
695.887	3921	
696.356	3689	
696.826	3413	
697.295	3245	
697.764	3098	
698.234	2984	
698.703	2783	
699.173	2756	
699.642	2973	
700.112	2856	
700.581	2723	
701.051	2742	
701.52	2732	
701.99	2691	
702.459	2782	
702.929	3058	
703.399	3408	
703.869	3430	
704.338	3470	
704.808	3695	
705.278	3813	
705.748	3656	
706.218	3670	
706.687	3611	
707.157	3613	
707.627	3359	
708.097	2896	
708.567	2729	
709.037	2903	
709.507	2916	
709.977	2858	
710.447	2867	
710.918	2828	
711.388	2769	
711.858	2656	
712.328	2948	
712.798	3226	
713.269	3262	
713.739	3081	
714.209	2952	
714.68	3182	
715.15	3263	
715.62	3251	
716.091	3154	
716.561	2952	
717.032	2686	
717.502	2635	
717.973	2816	
718.443	2940	
718.914	2989	
719.385	3212	
719.855	3534	
720.326	3733	
720.797	3457	
721.267	3282	
721.738	2862	
722.209	2780	
722.68	2767	
723.151	2963	
723.621	3135	
724.092	3576	
724.563	3501	
725.034	3296	
725.505	3174	
725.976	3141	
726.447	3190	
726.918	3148	
727.389	3089	
727.861	3077	
