S05184_1:101		
632.787	0	
633.253	-2	
633.718	-3	
634.184	-4	
634.65	1	
635.115	6	
635.581	0	
636.047	-3	
636.513	-2	
636.978	0	
637.444	-1	
637.91	2	
638.376	-2	
638.842	1	
639.308	3	
639.774	1	
640.24	0	
640.706	3	
641.172	0	
641.638	1	
642.104	4	
642.57	-1	
643.036	-2	
643.502	1	
643.968	5	
644.435	-1	
644.901	-2	
645.367	-3	
645.833	4	
646.3	-2	
646.766	-1	
647.233	1	
647.699	1	
648.165	2	
648.632	-3	
649.098	3	
649.565	0	
650.031	-1	
650.498	-4	
650.965	-2	
651.431	-2	
651.898	1	
652.365	-1	
652.831	0	
653.298	2	
653.765	-2	
654.232	1	
654.698	0	
655.165	-1	
655.632	3	
656.099	-1	
656.566	-4	
657.033	-2	
657.5	3	
657.967	0	
658.434	-5	
658.901	0	
659.368	3	
659.835	1	
660.303	1	
660.77	-3	
661.237	0	
661.704	4	
662.171	-3	
662.639	-3	
663.106	1	
663.573	5	
664.041	0	
664.508	-2	
664.976	-1	
665.443	1	
665.911	2	
666.378	0	
666.846	-1	
667.313	2	
667.781	0	
668.248	-1	
668.716	-4	
669.184	3	
669.652	3	
670.119	-2	
670.587	-1	
671.055	1	
671.523	-1	
671.99	2	
672.458	2	
672.926	6	
673.394	17	
673.862	16	
674.33	21	
674.798	19	
675.266	13	
675.734	9	
676.202	3	
676.67	1	
677.139	0	
677.607	2	
678.075	-1	
678.543	-5	
679.011	-2	
679.48	3	
679.948	2	
680.416	1	
680.885	2	
681.353	13	
681.822	37	
682.29	46	
682.759	44	
683.227	39	
683.696	35	
684.164	34	
684.633	34	
685.101	35	
685.57	42	
686.039	42	
686.507	48	
686.976	53	
687.445	57	
687.914	61	
688.382	62	
688.851	63	
689.32	68	
689.789	69	
690.258	68	
690.727	67	
691.196	61	
691.665	63	
692.134	69	
692.603	70	
693.072	72	
693.541	82	
694.01	82	
694.479	85	
694.949	80	
695.418	77	
695.887	66	
696.356	64	
696.826	66	
697.295	65	
697.764	67	
698.234	59	
698.703	71	
699.173	62	
699.642	63	
700.112	64	
700.581	69	
701.051	73	
701.52	64	
701.99	61	
702.459	64	
702.929	59	
703.399	58	
703.869	60	
704.338	54	
704.808	56	
705.278	62	
705.748	66	
706.218	62	
706.687	70	
707.157	74	
707.627	71	
708.097	76	
708.567	80	
709.037	77	
709.507	85	
709.977	76	
710.447	78	
710.918	82	
711.388	91	
711.858	91	
712.328	84	
712.798	89	
713.269	90	
713.739	106	
714.209	109	
714.68	117	
715.15	117	
715.62	121	
716.091	132	
716.561	123	
717.032	116	
717.502	121	
717.973	117	
718.443	112	
718.914	111	
719.385	120	
719.855	113	
720.326	105	
720.797	107	
721.267	114	
721.738	123	
722.209	132	
722.68	129	
723.151	127	
723.621	117	
724.092	128	
724.563	132	
725.034	134	
725.505	138	
725.976	144	
726.447	139	
726.918	151	
727.389	159	
727.861	169	
728.332	180	
728.803	171	
729.274	169	
729.745	184	
730.217	190	
730.688	202	
731.159	212	
731.631	225	
732.102	246	
732.573	254	
733.045	282	
733.516	283	
733.988	285	
734.459	302	
734.931	292	
735.402	312	
735.874	303	
736.345	320	
736.817	286	
737.289	283	
737.76	318	
738.232	342	
738.704	365	
739.176	393	
739.648	397	
740.119	437	
740.591	473	
741.063	502	
741.535	493	
742.007	495	
742.479	493	
742.951	496	
743.423	526	
743.895	549	
744.367	562	
744.839	561	
745.311	535	
745.784	510	
746.256	516	
746.728	515	
747.2	511	
747.672	584	
748.145	617	
748.617	664	
749.089	691	
749.562	710	
750.034	674	
750.507	710	
750.979	761	
751.452	756	
751.924	801	
752.397	880	
752.869	925	
753.342	1039	
753.815	1098	
754.287	1019	
754.76	1048	
755.233	1079	
755.705	1052	
756.178	1138	
756.651	1176	
757.124	1215	
757.597	1181	
758.069	1222	
758.542	1227	
759.015	1239	
759.488	1194	
759.961	1180	
760.434	1152	
760.907	1213	
761.38	1264	
761.853	1389	
762.327	1516	
762.8	1519	
763.273	1667	
763.746	1669	
764.219	1697	
764.693	1755	
765.166	1745	
765.639	1963	
766.113	2070	
766.586	1972	
767.059	1941	
767.533	2051	
768.006	2006	
768.48	1954	
768.953	1998	
769.427	1942	
769.9	1913	
770.374	1926	
770.848	1850	
771.321	1620	
771.795	1721	
772.269	1810	
772.742	1977	
773.216	2047	
773.69	2025	
774.164	2118	
774.638	2246	
775.111	2244	
775.585	2130	
776.059	2101	
776.533	2200	
777.007	2210	
777.481	2309	
777.955	2238	
778.429	2156	
778.903	2278	
779.378	2363	
779.852	2362	
780.326	2412	
780.8	2322	
781.274	2595	
781.749	2784	
782.223	2794	
782.697	2718	
783.171	2716	
783.646	2587	
784.12	2632	
784.595	2493	
785.069	2713	
785.544	2744	
786.018	2601	
786.493	2559	
786.967	2585	
787.442	2545	
787.916	2324	
788.391	2291	
788.866	2406	
789.34	2379	
789.815	2227	
790.29	2075	
790.765	2049	
791.239	1952	
791.714	1844	
792.189	1899	
792.664	1819	
793.139	1846	
793.614	1886	
794.089	1829	
794.564	1837	
795.039	1633	
795.514	1582	
795.989	1293	
796.464	1146	
796.939	1117	
797.414	1096	
797.89	1120	
798.365	1056	
798.84	1002	
799.315	869	
799.791	835	
800.266	862	
800.741	818	
801.217	740	
801.692	725	
802.168	730	
802.643	641	
803.119	495	
803.594	435	
804.07	390	
804.545	324	
805.021	258	
805.496	217	
805.972	192	
806.448	155	
806.923	125	
807.399	111	
807.875	105	
808.351	86	
808.827	82	
809.302	77	
809.778	79	
810.254	78	
810.73	77	
811.206	70	
811.682	59	
812.158	57	
812.634	48	
813.11	45	
813.586	44	
814.062	40	
814.539	40	
815.015	46	
815.491	48	
815.967	45	
816.443	45	
816.92	48	
817.396	50	
817.872	61	
818.349	58	
818.825	54	
819.302	53	
819.778	51	
820.255	47	
820.731	52	
821.208	49	
821.684	48	
822.161	54	
822.637	48	
823.114	39	
823.591	44	
824.067	42	
824.544	40	
825.021	48	
825.498	46	
825.975	42	
826.451	33	
826.928	32	
827.405	32	
827.882	26	
828.359	26	
828.836	31	
829.313	29	
829.79	31	
